,Fare,distance,passenger_count,year,Month,Date,Hour,Minute,Second
3076,12.1,4.206620059597473,1.0,2010,7,28,20,12,49
3077,7.3,1.9335253036865827,1.0,2011,10,22,23,16,0
3078,5.0,0.8255262015924608,1.0,2013,10,6,10,21,0
3079,6.1,1.2364301935055908,1.0,2010,4,15,20,20,43
3080,8.5,2.3875270527148458,2.0,2011,4,8,16,45,30
3081,10.1,3.7363448593020117,5.0,2009,5,10,17,57,0
3082,7.3,0.6737866960010379,1.0,2011,12,24,11,25,0
3083,4.5,0.9748820821304636,1.0,2010,9,27,9,7,0
3084,5.7,1.4481233537356604,3.0,2012,6,23,17,10,29
3085,3.5,0.5636902766221499,1.0,2014,12,22,19,21,15
3086,17.7,3.770497909054333,1.0,2009,6,17,15,20,21
3087,9.0,1.781561832378597,1.0,2012,10,20,3,42,21
3088,8.5,2.035616731704224,1.0,2009,4,8,9,12,0
3089,7.3,1.7351464026869632,2.0,2012,2,25,19,46,0
3090,4.5,0.856473168077973,3.0,2013,6,24,22,32,0
3091,10.0,2.815539490752907,1.0,2013,9,11,8,51,46
3092,57.33,20.052416206531838,1.0,2014,8,5,15,34,10
3093,4.5,1.2037650567407954,1.0,2010,6,17,0,41,50
3094,10.5,3.6067201373690594,1.0,2010,11,13,7,42,7
3095,8.9,3.8091855948928313,1.0,2012,4,18,18,22,15
3096,42.0,16.369864830742994,2.0,2013,6,28,0,44,0
3097,18.0,4.7974842671598505,5.0,2013,12,8,0,47,0
3098,4.5,0.9536767504363736,2.0,2015,3,16,9,17,48
3099,32.05,9.674875845770575,1.0,2009,4,10,19,14,6
3100,17.3,5.902495300176219,1.0,2012,5,14,15,49,15
3101,9.0,1.6536523812198465,1.0,2014,9,7,0,37,0
3102,7.7,1.9253983770455527,1.0,2010,1,2,19,51,22
3103,14.5,3.8002623435198064,1.0,2014,1,31,21,5,0
3104,4.1,0.9475154043045624,1.0,2010,11,11,18,41,5
3105,10.1,4.1832354826355465,1.0,2011,5,28,9,44,0
3106,8.1,2.0800876202429217,1.0,2010,6,10,22,47,18
3107,11.3,1.1277594186762099,2.0,2010,12,7,13,47,39
3108,3.0,0.4052598217799721,1.0,2015,3,23,13,53,28
3109,8.5,2.3890266252991594,1.0,2015,4,15,20,55,38
3110,8.9,2.3239617011238485,1.0,2012,3,8,19,49,0
3111,4.0,0.8455905618718492,1.0,2014,4,18,9,20,0
3112,26.27,7.814277884445023,2.0,2009,12,10,0,10,0
3113,4.9,1.2255651434857628,1.0,2011,4,23,9,46,0
3114,16.1,6.620834026060397,3.0,2011,7,24,1,39,0
3115,5.7,0.9252058226709752,1.0,2012,3,21,10,25,0
3116,9.5,1.4142253799720572,1.0,2013,7,11,14,42,35
3117,11.3,5.738291808280593,1.0,2012,6,29,23,43,23
3118,10.5,4.341674389041353,1.0,2009,12,5,1,16,37
3119,8.5,2.370630262038284,1.0,2013,3,1,23,52,0
3120,7.0,1.5419864049953615,5.0,2013,3,1,23,52,0
3121,5.0,1.3056480132409147,1.0,2014,2,11,11,41,12
3122,9.0,2.0665163000736437,1.0,2015,1,18,14,45,21
3123,11.5,3.5652667389543065,1.0,2015,5,27,7,20,56
3124,49.57,23.184123539349752,2.0,2010,11,15,17,8,0
3125,32.1,17.117371947794307,2.0,2012,6,9,1,8,24
3126,5.4,0.9646448906866796,1.0,2009,3,7,22,18,33
3127,6.9,2.0401886565782097,1.0,2010,8,1,10,37,0
3128,10.5,1.4112955244348893,1.0,2010,9,3,22,36,0
3129,12.9,4.789136711450757,1.0,2012,3,18,7,2,45
3130,5.3,1.024696011559432,2.0,2009,6,12,21,38,0
3131,12.1,5.171348583736952,1.0,2010,2,19,8,9,6
3132,8.9,2.294500687794208,1.0,2010,7,8,13,34,0
3133,6.5,2.2739343360155106,3.0,2012,9,22,2,8,0
3134,18.0,3.267482582979175,2.0,2013,12,16,19,11,0
3135,8.9,1.3135167310266476,1.0,2011,6,29,19,32,42
3136,5.0,0.8559607802768727,1.0,2012,10,10,10,59,58
3137,15.0,3.5705108249936184,1.0,2012,11,29,21,21,0
3138,38.83,10.933223002922327,1.0,2013,5,17,19,23,0
3139,8.5,2.1727809363740658,3.0,2015,2,20,6,8,40
3140,13.3,3.113514823142221,1.0,2009,8,27,11,46,0
3141,23.47,9.119210448659,1.0,2009,9,24,6,28,0
3142,5.7,1.5650009365488904,1.0,2011,3,28,23,47,20
3143,22.0,7.445544303350803,2.0,2013,4,5,19,59,44
3144,8.0,1.6496274050082094,4.0,2015,1,25,0,17,17
3145,8.5,1.563506403706214,1.0,2013,11,3,20,32,50
3146,7.3,1.8090724938995395,5.0,2009,8,24,23,48,0
3147,6.5,1.739950280244584,1.0,2011,2,27,18,51,0
3148,9.7,2.985525821065046,1.0,2011,4,24,19,18,3
3149,10.9,4.538174840956462,1.0,2009,11,11,23,44,0
3150,14.9,4.9357565106837775,1.0,2012,3,27,11,51,15
3151,8.1,2.7798333251377496,1.0,2009,4,23,14,16,50
3152,4.1,0.674841626215394,1.0,2010,2,14,23,41,0
3153,12.1,3.632760736201727,2.0,2012,6,29,19,44,46
3154,6.0,1.3546339403357075,1.0,2013,6,9,20,35,54
3155,3.0,0.5662034123157976,1.0,2014,12,22,21,18,42
3156,4.1,0.9418489999687364,1.0,2011,2,2,10,43,0
3157,4.5,0.7607270559241592,1.0,2012,2,8,16,59,0
3158,9.3,3.3383400201001656,4.0,2012,8,10,20,7,5
3159,10.5,2.5310152631265086,5.0,2014,10,5,14,43,0
3160,19.7,8.471628760136397,1.0,2009,7,10,4,2,20
3161,8.1,3.5274015053476684,1.0,2009,11,15,3,57,0
3162,11.7,3.1532795901827138,1.0,2009,12,29,12,38,8
3163,8.0,1.9196019823910475,1.0,2014,11,30,13,11,3
3164,5.3,1.9119672600434392,1.0,2010,12,14,21,50,18
3165,11.0,2.1573532211007165,2.0,2014,7,7,12,57,51
3166,13.7,6.6972875988261125,1.0,2009,6,8,19,49,0
3167,3.7,0.7667914194564069,1.0,2010,7,27,7,18,12
3168,10.1,2.8708941421230207,1.0,2010,8,14,1,23,0
3169,10.9,4.913508330529749,1.0,2011,3,23,19,54,22
3170,8.0,2.2907172342147306,1.0,2013,4,14,21,16,34
3171,8.0,2.2810640468590253,1.0,2014,7,7,7,5,33
3172,7.7,0.09435350947180056,5.0,2009,2,20,9,46,0
3173,5.7,2.0830355908137856,1.0,2010,1,4,23,42,57
3174,30.5,11.95215139401807,1.0,2010,1,31,20,57,0
3175,6.5,0.9746019054356548,1.0,2012,2,3,11,41,46
3176,4.5,0.8691616512230157,5.0,2013,12,14,15,54,0
3177,8.5,2.669715993905436,5.0,2014,1,1,0,12,0
3178,4.1,0.35597740591374183,1.0,2009,4,2,18,41,0
3179,11.7,4.869650957930928,1.0,2012,2,6,18,44,0
3180,6.1,0.8551909229330914,1.0,2012,7,29,19,32,0
3181,13.5,4.524378036415809,1.0,2012,12,19,23,13,0
3182,10.1,2.373541266313455,3.0,2011,9,22,17,33,0
3183,6.1,2.4458692629491683,5.0,2009,1,24,20,1,0
3184,6.5,1.7452527224857028,1.0,2012,1,12,22,54,0
3185,6.0,0.854860340691905,1.0,2015,5,19,8,11,55
3186,5.3,1.4483699063628364,1.0,2012,2,20,10,56,21
3187,10.1,3.517526334867508,3.0,2012,5,20,13,18,0
3188,6.0,0.5151014016631368,1.0,2013,6,27,19,58,0
3189,15.7,5.794017265637769,1.0,2009,3,26,12,7,0
3190,10.9,1.0454018753743612,1.0,2011,5,17,17,14,0
3191,10.0,2.6520377202645813,1.0,2013,5,1,11,52,0
3192,6.5,0.9137715572788812,1.0,2014,1,30,20,34,7
3193,6.5,1.357830939076048,5.0,2009,3,11,12,17,0
3194,8.5,2.7550826422914314,1.0,2010,11,20,18,36,44
3195,11.7,4.28078293247854,1.0,2012,2,20,0,7,22
3196,6.0,1.3493314084550516,1.0,2013,3,13,18,43,0
3197,13.0,2.022579684560327,1.0,2013,10,27,12,3,51
3198,32.5,16.629653585381604,5.0,2015,4,26,0,42,11
3199,7.5,0.9565019498608844,1.0,2013,12,4,17,54,0
3200,9.7,3.0364357566927183,4.0,2011,5,1,3,17,11
3201,7.0,1.6111706355558375,2.0,2014,9,26,14,23,0
3202,26.9,13.12841926314568,1.0,2009,9,3,20,48,8
3203,10.5,2.8331480850826343,1.0,2010,4,25,8,50,35
3204,16.0,4.8875032011998965,3.0,2012,12,2,0,13,0
3205,12.5,4.311679957093419,1.0,2013,3,29,9,52,0
3206,4.5,1.0744658956096862,1.0,2014,2,3,11,51,21
3207,17.0,4.9025962262676375,5.0,2015,3,25,12,44,12
3208,40.27,13.217959860830838,1.0,2010,6,1,0,54,0
3209,18.5,6.784020274301658,1.0,2012,5,9,10,27,30
3210,21.0,9.626975382338157,1.0,2014,7,25,23,57,52
3211,18.1,7.226654115574433,3.0,2009,8,24,22,58,0
3212,6.1,1.5448837673152538,1.0,2011,6,28,20,29,9
3213,10.1,3.462065715588152,5.0,2012,8,26,14,56,0
3214,22.5,8.155669766968398,3.0,2012,10,5,8,5,0
3215,13.7,5.1385652383613865,1.0,2010,3,11,22,13,5
3216,17.3,3.864095285997245,1.0,2009,3,6,14,27,0
3217,15.0,2.549192165924321,1.0,2013,9,11,17,58,0
3218,6.0,1.8838575221750504,1.0,2014,11,18,23,0,0
3219,4.1,0.7707960239342199,1.0,2010,9,3,16,21,0
3220,6.5,0.5918832912209533,1.0,2014,2,15,16,8,16
3221,8.5,1.2315730552598452,1.0,2009,5,5,9,27,0
3222,5.3,0.6935182494847848,3.0,2009,10,7,17,28,52
3223,3.3,0.4240700874195268,3.0,2011,9,29,18,47,0
3224,6.5,1.2721892254846534,1.0,2013,12,14,16,26,39
3225,12.0,2.9826518320647426,1.0,2015,5,18,14,25,4
3226,4.9,0.9727178381116456,2.0,2009,11,14,1,16,4
3227,8.5,1.9385587461015563,1.0,2015,5,16,16,26,43
3228,9.5,2.605228557060532,1.0,2013,9,10,19,3,0
3229,5.0,1.599731532884239,5.0,2014,8,10,19,9,0
3230,11.5,1.9152284631027183,1.0,2012,9,6,18,22,5
3231,8.5,2.71017476090437,1.0,2013,10,27,13,34,37
3232,45.0,20.030560888513865,2.0,2009,1,15,18,4,22
3233,10.5,2.6632749469968915,1.0,2009,2,20,8,45,0
3234,12.7,1.8201490255195925,2.0,2009,5,29,20,18,36
3235,11.7,3.4567185180334943,5.0,2012,2,14,22,27,0
3236,11.5,4.22133239482253,2.0,2013,8,15,23,20,0
3237,6.5,1.8167484010824688,1.0,2014,9,16,13,32,15
3238,4.9,1.1968485073359814,1.0,2009,9,4,7,5,0
3239,4.9,0.5149541704598921,2.0,2012,3,7,19,57,15
3240,6.5,1.1701947267268058,1.0,2012,6,7,17,6,39
3241,6.0,1.6871604419910138,1.0,2014,10,27,18,58,0
3242,17.0,5.153995189824818,1.0,2015,5,14,7,27,31
3243,11.4,3.4079342566919744,1.0,2009,3,15,4,10,8
3244,8.9,2.330540519289101,1.0,2010,9,19,2,31,55
3245,5.7,1.1865893771784666,1.0,2011,10,11,11,44,11
3246,39.5,13.478715821667395,1.0,2013,4,20,0,8,55
3247,13.5,5.10328665296501,1.0,2015,3,21,18,26,32
3248,9.7,2.8876648113406254,1.0,2012,3,1,19,7,0
3249,12.0,2.9539657677078592,2.0,2012,10,20,21,38,0
3250,10.5,1.664373351534388,1.0,2013,7,9,9,14,0
3251,6.0,0.574636008214586,1.0,2015,2,12,16,37,31
3252,5.3,2.0095176920149864,1.0,2010,1,21,11,46,0
3253,6.5,0.5582536730559191,1.0,2010,5,20,19,20,5
3254,6.5,1.3634296015306002,1.0,2013,7,8,20,1,0
3255,6.0,1.3149484287332744,1.0,2014,10,28,23,1,34
3256,9.4,3.8753685599703105,1.0,2009,1,5,21,37,34
3257,8.9,2.2580553683341567,1.0,2010,10,20,15,59,0
3258,10.1,2.105768256465449,1.0,2012,5,13,18,10,0
3259,9.0,1.9325316815655016,1.0,2014,5,25,21,26,50
3260,10.5,2.0330988684186195,1.0,2015,5,20,15,51,57
3261,3.3,0.3578260164800597,1.0,2009,9,2,18,55,0
3262,35.2,8.788163185935394,1.0,2009,8,31,12,45,0
3263,10.5,4.072617271564466,1.0,2009,11,25,14,7,40
3264,9.0,1.8966547392383464,1.0,2013,9,25,20,37,0
3265,17.5,3.1623469963264115,1.0,2015,6,10,13,16,37
3266,12.0,5.471616060149293,1.0,2012,11,19,22,22,27
3267,8.5,1.3898453495772498,1.0,2012,12,23,17,8,32
3268,5.0,1.6115627415872376,1.0,2013,8,18,15,39,0
3269,28.54,9.060588767424658,5.0,2015,4,6,23,8,14
3270,5.3,0.9392308069883304,1.0,2009,11,13,8,28,10
3271,4.0,0.5945677590558054,1.0,2012,12,26,20,42,2
3272,57.33,19.71294002505056,2.0,2014,7,22,13,50,6
3273,12.9,5.705604363539513,1.0,2010,10,23,19,10,53
3274,19.7,6.7281221951415136,5.0,2011,3,30,10,31,0
3275,7.7,1.7819585282577968,1.0,2012,3,1,12,35,0
3276,16.5,8.247752931371009,1.0,2012,6,3,22,48,22
3277,5.0,0.9798208987271482,2.0,2012,10,8,7,38,0
3278,11.3,2.723021304989037,5.0,2012,7,12,9,23,0
3279,5.0,1.4631584352566782,5.0,2014,11,3,16,57,0
3280,8.5,2.0322506889432908,1.0,2015,5,20,13,59,54
3281,14.1,5.279294716973258,2.0,2010,9,20,19,54,10
3282,41.33,11.286750100159766,1.0,2013,12,12,6,44,25
3283,14.5,1.9373404060243231,1.0,2014,12,3,21,8,45
3284,10.9,3.755342967100349,1.0,2009,3,26,17,27,0
3285,14.1,5.508196591513462,1.0,2010,7,29,15,56,0
3286,10.5,3.1031838991909924,3.0,2011,9,27,23,19,0
3287,5.0,0.9516628931923968,1.0,2013,1,23,7,57,52
3288,34.0,15.706418101893028,1.0,2014,9,26,13,25,53
3289,21.3,11.054478565703345,1.0,2009,9,4,10,26,0
3290,11.7,3.699795827394688,2.0,2010,11,9,23,7,1
3291,8.5,3.2896853892983797,2.0,2011,1,13,19,44,0
3292,4.9,0.8498842621832202,5.0,2011,2,4,23,44,0
3293,6.9,1.2454982665043624,1.0,2011,6,28,8,40,0
3294,7.5,2.5228067306793456,1.0,2012,10,15,14,51,28
3295,8.0,1.6559990965565323,2.0,2013,1,5,18,32,12
3296,8.5,2.844623439763797,1.0,2010,1,2,21,27,24
3297,3.3,0.19147848910945225,1.0,2010,6,12,7,26,0
3298,14.1,8.27483620934335,5.0,2011,1,15,3,17,0
3299,8.9,2.962450052137685,1.0,2011,1,15,22,51,5
3300,31.47,12.283496001758206,1.0,2009,9,5,11,18,2
3301,15.7,7.542592811267055,1.0,2010,6,18,7,37,0
3302,4.1,0.7656810134109043,1.0,2010,10,7,9,42,33
3303,6.5,1.2415968897257292,1.0,2013,1,3,21,11,3
3304,5.0,1.1270833052752207,1.0,2013,10,28,19,35,58
3305,10.1,4.295451183987193,1.0,2009,7,7,8,5,27
3306,6.9,1.7301107014347508,1.0,2010,1,9,11,47,0
3307,22.9,9.025989381724985,1.0,2011,9,25,2,8,1
3308,2.9,0.5249591611363345,2.0,2011,10,11,10,37,24
3309,11.7,3.599342073046158,1.0,2012,3,5,7,56,8
3310,4.5,0.7915119143222391,1.0,2009,3,15,14,2,16
3311,8.1,2.5604524000322795,2.0,2011,6,8,17,42,59
3312,4.1,0.7488479500516855,1.0,2011,6,24,14,36,0
3313,5.5,0.8352928842957836,1.0,2013,5,21,8,2,0
3314,5.3,2.002187036131695,1.0,2009,9,4,8,44,48
3315,10.5,3.0610943241427213,5.0,2010,9,5,14,16,0
3316,7.3,1.0223820778761998,1.0,2011,2,28,6,39,16
3317,7.0,2.162490487523418,1.0,2013,4,24,21,8,0
3318,10.5,2.9850595580232984,1.0,2013,12,8,20,15,0
3319,9.7,4.166129693128257,1.0,2011,8,20,2,53,54
3320,13.5,3.9901993774126034,1.0,2013,2,22,9,42,28
3321,4.5,0.8389315766112077,5.0,2011,10,18,15,38,0
3322,15.0,4.731823354016846,1.0,2013,6,21,3,7,37
3323,7.5,1.0680258080473906,1.0,2013,7,17,11,44,23
3324,11.7,5.754930910922818,1.0,2010,12,23,19,20,0
3325,25.0,7.273433264422822,2.0,2015,1,11,14,22,0
3326,10.1,2.7837259966448635,1.0,2009,8,29,12,30,8
3327,6.5,1.5063641907415288,5.0,2010,3,27,9,20,0
3328,5.5,0.4523872974059975,3.0,2014,10,1,15,35,0
3329,6.5,2.550097367883724,1.0,2009,3,12,9,52,37
3330,2.5,0.13498838645955635,1.0,2012,6,22,10,32,29
3331,5.5,1.343215735471366,1.0,2012,9,9,23,3,46
3332,5.5,1.0716147533861515,1.0,2014,9,3,5,46,15
3333,8.9,3.4249095994347347,1.0,2009,11,23,9,39,8
3334,10.5,2.17611709555287,4.0,2010,6,12,23,39,21
3335,8.5,2.4056430849453294,1.0,2010,12,20,11,11,0
3336,4.1,1.0757927441304624,1.0,2012,4,29,22,27,0
3337,5.0,0.5980394832931716,6.0,2014,9,17,9,27,0
3338,6.1,2.783384201088092,1.0,2011,11,30,20,18,12
3339,8.0,2.002720144409856,1.0,2013,2,15,19,31,21
3340,9.0,1.6325281519439885,1.0,2014,8,10,17,50,0
3341,7.0,1.1301625076939272,4.0,2015,1,21,10,4,55
3342,10.9,3.092080218795388,1.0,2009,1,14,8,39,1
3343,9.3,4.056214108707528,1.0,2010,4,21,21,41,36
3344,12.5,3.438147410693728,1.0,2011,3,22,18,59,15
3345,16.1,3.689755136378528,2.0,2012,6,14,17,49,22
3346,9.0,2.220546044564932,1.0,2014,5,10,21,33,38
3347,6.5,1.2766050680811192,4.0,2015,3,25,23,30,18
3348,6.5,1.832300516852932,1.0,2009,4,21,23,17,51
3349,4.5,1.2761826307636863,1.0,2009,7,17,0,59,47
3350,16.9,6.027185474111812,1.0,2010,7,25,3,57,39
3351,4.5,0.990558960910618,2.0,2009,7,12,3,18,34
3352,11.7,3.7703808591596863,1.0,2009,8,29,12,35,36
3353,8.1,2.9687763134888643,1.0,2010,5,17,21,10,16
3354,3.7,0.4309999882371665,1.0,2011,1,24,13,22,54
3355,8.1,1.4317764523040548,1.0,2012,5,22,13,40,58
3356,6.0,1.3078577001588594,1.0,2013,4,11,20,33,0
3357,14.5,4.017239924978131,1.0,2013,6,1,22,7,0
3358,4.1,0.760831789707305,1.0,2011,1,10,10,28,0
3359,4.5,1.2459490923769099,1.0,2010,3,13,18,0,0
3360,4.1,0.5204883767300239,3.0,2011,10,8,1,10,13
3361,34.1,10.566592980216468,2.0,2012,6,22,8,16,0
3362,6.5,1.2851978973763736,1.0,2013,10,10,14,33,0
3363,4.5,0.7569933816881275,1.0,2011,9,22,23,52,0
3364,9.5,2.5853687222903465,1.0,2014,12,8,21,5,26
3365,8.5,2.2164124107829983,1.0,2015,1,3,22,22,13
3366,4.5,0.8115974697704552,1.0,2010,11,17,22,16,0
3367,4.9,1.2787925547060166,1.0,2011,2,6,18,59,8
3368,4.1,0.7209913961315032,1.0,2011,6,22,8,53,35
3369,8.5,1.7883337905270789,1.0,2014,11,9,21,55,16
3370,13.3,6.2254870143961965,1.0,2012,1,31,3,30,38
3371,10.5,2.554308402162118,1.0,2012,9,26,18,33,0
3372,46.33,12.405300361379517,5.0,2014,4,22,10,23,0
3373,7.0,1.4403520875349447,1.0,2014,6,8,17,31,4
3374,5.3,1.6398943294806116,5.0,2011,9,25,9,47,0
3375,3.7,0.46606495716028207,2.0,2012,8,25,0,28,0
3376,41.3,9.79026840705748,1.0,2012,12,24,19,17,0
3377,9.5,3.264323530257877,3.0,2014,11,11,22,43,21
3378,16.9,6.048605814170394,1.0,2011,5,2,9,45,0
3379,4.9,0.7925581399539737,1.0,2011,5,7,21,10,34
3380,13.7,4.293695470295184,5.0,2012,6,25,11,17,0
3381,5.7,1.2806405351175587,3.0,2009,8,23,13,41,18
3382,11.3,1.3843098876254591,2.0,2011,11,30,17,23,2
3383,11.3,3.884547460573024,3.0,2010,6,7,19,4,23
3384,8.5,2.2872043438283485,1.0,2014,5,6,19,41,0
3385,19.0,4.547419093562869,5.0,2014,6,19,18,6,0
3386,5.5,1.276348790118678,1.0,2014,6,22,11,1,58
3387,17.5,6.605104008995378,1.0,2014,10,21,0,45,29
3388,4.9,1.0154815463098783,1.0,2009,12,23,20,25,23
3389,4.1,0.685572758163051,5.0,2011,8,29,12,17,0
3390,7.3,1.7059462801911345,1.0,2011,10,18,8,18,18
3391,8.5,2.7039837593709177,6.0,2012,6,11,13,32,0
3392,8.0,1.4686968995582372,5.0,2013,3,18,10,59,0
3393,35.33,8.940127060584723,1.0,2013,8,19,13,53,1
3394,4.9,0.947365299359588,1.0,2009,8,8,0,22,0
3395,8.5,4.3860949718242965,1.0,2010,3,27,2,55,0
3396,5.7,1.3145634809519136,4.0,2011,7,16,18,14,36
3397,4.9,1.3898566859225752,5.0,2011,9,16,9,42,0
3398,14.0,4.9509089821316214,1.0,2013,1,19,20,39,37
3399,8.0,1.8475377301567366,1.0,2013,12,27,22,35,0
3400,24.2,12.732050989461925,1.0,2009,2,20,1,54,6
3401,14.5,5.862759366544561,1.0,2011,2,23,19,19,36
3402,15.0,4.063394403090837,5.0,2013,1,20,12,7,0
3403,11.5,2.5608084021412685,1.0,2014,4,18,20,11,0
3404,4.1,0.6671723788567419,5.0,2009,10,16,6,58,0
3405,5.7,1.834929302383176,1.0,2010,4,19,7,40,37
3406,28.5,11.757964522014802,2.0,2010,5,18,20,42,1
3407,4.1,0.7146858372068501,1.0,2012,8,30,3,34,23
3408,8.5,2.470293599695206,1.0,2015,4,18,18,34,31
3409,4.1,0.7172964699636445,1.0,2010,6,2,9,46,52
3410,5.3,1.6078520589255718,2.0,2011,6,7,18,42,0
3411,4.1,0.9405999827191156,1.0,2009,12,9,11,5,0
3412,10.9,2.2408512502476143,1.0,2010,2,19,11,22,27
3413,9.3,3.118349948764091,1.0,2011,2,26,18,39,0
3414,5.0,1.0329968584709728,1.0,2013,8,26,7,29,7
3415,8.0,1.598712675531183,1.0,2013,9,27,10,42,0
3416,12.0,2.8738503303177776,3.0,2014,9,16,23,5,0
3417,5.7,1.9828277855567389,1.0,2010,6,2,13,47,0
3418,6.9,3.203170972795378,1.0,2011,3,21,23,49,21
3419,10.0,2.7373302747561663,1.0,2012,11,5,20,6,50
3420,24.5,7.294482892054845,2.0,2014,12,11,0,2,48
3421,8.0,1.4268669929807047,1.0,2015,5,9,18,18,4
3422,5.3,1.1732256512626689,2.0,2010,2,9,16,49,0
3423,13.3,4.4332339044366975,4.0,2010,6,21,20,8,41
3424,5.3,1.7979173724221036,5.0,2011,1,28,6,35,0
3425,4.5,1.5464753430584266,1.0,2011,6,5,1,48,8
3426,20.9,10.369408624850523,1.0,2009,3,16,8,2,0
3427,6.1,1.3772372973049936,1.0,2009,4,24,21,0,44
3428,6.5,1.7838423838675632,1.0,2012,7,4,14,21,34
3429,8.0,0.8336470489595582,1.0,2014,12,10,18,4,0
3430,6.1,2.061296615518033,2.0,2009,6,26,13,26,54
3431,5.7,1.185188025315117,5.0,2009,2,16,13,4,0
3432,10.5,2.915915989648948,1.0,2010,3,14,19,9,0
3433,14.0,2.7107612982639377,2.0,2014,2,19,18,27,0
3434,24.0,9.657240451852253,1.0,2014,3,29,2,34,48
3435,4.5,0.7813945925871092,5.0,2011,6,16,11,45,0
3436,14.1,5.254842984003559,1.0,2012,4,24,11,13,29
3437,11.0,4.447257993028646,1.0,2014,2,13,17,40,0
3438,5.7,1.2188800849399877,1.0,2010,10,29,8,48,51
3439,16.5,4.8541159374741385,1.0,2013,7,18,22,17,0
3440,23.5,6.1872833543713455,3.0,2014,6,15,12,23,8
3441,4.0,1.0243712540629384,1.0,2015,4,6,20,35,26
3442,16.1,8.517379522513819,1.0,2009,3,8,15,24,0
3443,8.9,2.0956711178148506,1.0,2010,12,16,11,12,0
3444,49.8,19.174069453920232,1.0,2011,6,17,21,48,35
3445,8.1,1.5722797636552777,2.0,2011,6,28,19,32,38
3446,8.5,1.5439049731743566,1.0,2015,6,11,21,18,1
3447,11.7,4.369958310163959,1.0,2009,12,10,19,12,26
3448,14.5,4.712590232421428,6.0,2014,2,25,11,16,0
3449,11.3,3.162159473309105,3.0,2009,2,14,19,20,38
3450,20.9,10.714621275373052,1.0,2009,1,24,4,47,0
3451,5.7,0.5739436566898992,1.0,2011,9,1,14,27,17
3452,14.5,2.360410246361705,1.0,2013,3,5,21,42,13
3453,9.0,3.3940001208365307,1.0,2013,1,12,22,12,13
3454,6.0,1.3830149128363851,1.0,2014,2,7,15,38,51
3455,21.5,6.6460632203526835,5.0,2015,1,29,23,25,43
3456,8.0,1.4709269637648168,6.0,2015,4,18,22,47,51
3457,2.5,0.0009513043317829254,1.0,2010,11,22,22,43,43
3458,11.3,2.597590695810025,1.0,2011,6,19,1,9,0
3459,4.9,0.9648149345483448,1.0,2012,2,24,22,12,0
3460,4.1,1.2198136253111482,1.0,2012,3,3,12,26,40
3461,4.5,0.7128848199971949,2.0,2011,1,26,17,25,0
3462,5.3,1.4418068792271552,1.0,2011,12,20,15,37,46
3463,17.3,6.777916458581027,1.0,2012,3,24,0,35,0
3464,11.0,3.4074762589257914,1.0,2015,1,2,20,54,38
3465,3.7,0.549680620553329,3.0,2010,4,17,21,0,55
3466,10.1,3.456796545142202,2.0,2010,12,29,20,58,36
3467,3.3,0.4010829468216901,5.0,2011,5,2,17,4,0
3468,3.3,0.4371461657839188,5.0,2012,1,11,19,12,0
3469,14.5,3.5455764758603343,1.0,2012,12,14,9,57,8
3470,57.33,21.481918400679017,1.0,2013,7,27,19,24,44
3471,5.5,1.046582827422893,1.0,2013,9,23,1,46,59
3472,8.5,3.4384500694008935,1.0,2012,8,17,19,13,0
3473,8.1,2.84401993793628,1.0,2010,10,11,0,27,13
3474,8.9,1.4245873405855145,1.0,2011,1,27,19,22,0
3475,4.5,0.4895761460731439,1.0,2014,3,20,9,2,18
3476,23.5,6.609745128220821,1.0,2014,5,28,23,2,0
3477,11.5,1.6829173287607486,2.0,2013,9,21,12,31,47
3478,6.5,1.9306757626467967,1.0,2009,2,27,15,27,8
3479,10.5,3.4675925296778387,1.0,2009,6,13,20,56,41
3480,6.5,2.2565221940433764,1.0,2011,10,24,11,23,0
3481,13.5,3.1869949287724038,1.0,2014,4,19,19,57,23
3482,10.9,3.684302429564061,1.0,2010,2,2,22,31,35
3483,3.7,0.8281441643772277,1.0,2012,4,30,17,19,3
3484,4.9,0.9941489655332236,6.0,2012,5,30,7,43,0
3485,10.0,3.650010402349389,5.0,2013,2,15,21,51,0
3486,7.3,1.3991531406721862,1.0,2012,2,12,18,24,48
3487,6.1,2.152401937657449,1.0,2009,5,7,15,29,0
3488,14.5,7.556694220966811,1.0,2011,8,6,0,7,0
3489,11.7,5.012142826318402,3.0,2011,12,27,21,30,20
3490,6.5,1.574190783344018,1.0,2014,7,25,22,5,33
3491,10.0,3.0151928719592966,2.0,2013,7,9,8,9,1
3492,22.5,9.721236627490901,2.0,2009,2,14,18,54,0
3493,4.1,1.1011864216565472,2.0,2009,5,12,20,29,0
3494,10.9,4.123976838111247,1.0,2010,3,16,5,44,34
3495,14.0,4.262009075467756,1.0,2013,11,3,11,47,0
3496,7.7,1.5662542651612623,1.0,2009,8,5,3,11,30
3497,8.9,3.0944570484086853,2.0,2011,3,6,18,24,50
3498,4.5,0.7466436990708859,1.0,2011,5,18,11,56,27
3499,6.0,0.6418560283358161,1.0,2014,5,16,12,28,0
3500,8.9,1.3426338449104014,1.0,2009,8,28,10,56,37
3501,12.5,2.7330973638475475,1.0,2015,4,22,18,41,5
3502,12.5,5.642271229447662,1.0,2009,6,25,8,13,0
3503,8.9,3.711516181188189,1.0,2012,2,5,13,46,0
